,a_CT,a_TA,Ps,F0,SPL
18150,0.9,0.98,610.0,230.4147465437788,64.76228845404972
18151,0.92,0.98,610.0,235.8490566037736,64.61178577350319
18152,0.94,0.98,610.0,242.71844660194174,64.48383634182692
18153,0.96,0.98,610.0,250.0,64.28915543203858
18154,0.98,0.98,610.0,257.7319587628866,64.05634871957477
18155,1.0,0.98,610.0,265.9574468085106,63.83382227390689
18156,0.0,1.0,610.0,79.11392405063292,75.49006964030914
18157,0.02,1.0,610.0,81.83306055646482,75.27520465142183
18158,0.04,1.0,610.0,84.45945945945945,74.27746226753908
18159,0.06,1.0,610.0,85.76329331046313,72.95696520267542
18160,0.08,1.0,610.0,87.41258741258741,72.13341381978691
18161,0.1,1.0,610.0,88.96797153024912,71.28243245144292
18162,0.12,1.0,610.0,89.92805755395683,70.62806300061257
18163,0.14,1.0,610.0,91.24087591240875,69.85036324304917
18164,0.16,1.0,610.0,92.7643784786642,69.27414233806665
18165,0.18,1.0,610.0,94.6969696969697,68.60181686602748
18166,0.2,1.0,610.0,96.89922480620154,68.1202433190374
18167,0.22,1.0,610.0,99.40357852882704,67.5736703839288
18168,0.24,1.0,610.0,101.83299389002036,67.17749477982997
18169,0.26,1.0,610.0,104.38413361169103,66.69934215005539
18170,0.28,1.0,610.0,107.29613733905579,66.38819883642503
18171,0.3,1.0,610.0,110.13215859030836,65.97763584135271
18172,0.32,1.0,610.0,113.12217194570135,65.58569677252325
18173,0.34,1.0,610.0,116.27906976744185,65.50494726767235
18174,0.36,1.0,610.0,119.61722488038278,65.19769587038991
18175,0.38,1.0,610.0,123.45679012345678,64.99036337360184
18176,0.4,1.0,610.0,128.2051282051282,64.88143615511545
18177,0.42,1.0,610.0,134.04825737265415,65.07824693418993
18178,0.44,1.0,610.0,140.8450704225352,65.3218298442137
18179,0.46,1.0,610.0,144.92753623188406,65.31205684001281
18180,0.48,1.0,610.0,149.2537313432836,65.29753335337551
18181,0.5,1.0,610.0,152.9051987767584,65.25005720021139
18182,0.52,1.0,610.0,156.73981191222572,65.38108126298964
18183,0.54,1.0,610.0,161.29032258064515,65.46316952371237
18184,0.56,1.0,610.0,164.47368421052633,65.35201455767077
18185,0.5800000000000001,1.0,610.0,168.35016835016836,65.39326535507284
18186,0.6,1.0,610.0,171.82130584192439,65.44889106380553
18187,0.62,1.0,610.0,175.43859649122808,65.41113607060399
18188,0.64,1.0,610.0,178.57142857142858,65.42186557888064
18189,0.6599999999999999,1.0,610.0,182.4817518248175,65.41413358322356
18190,0.6799999999999999,1.0,610.0,185.87360594795538,65.48608205404442
18191,0.7,1.0,610.0,189.3939393939394,65.46435586679847
18192,0.72,1.0,610.0,193.05019305019306,65.47430914908509
18193,0.74,1.0,610.0,196.07843137254903,65.44959914325945
18194,0.76,1.0,610.0,200.0,65.3687067892126
18195,0.78,1.0,610.0,203.2520325203252,65.33365213981301
18196,0.8,1.0,610.0,207.4688796680498,65.24478146548252
18197,0.8200000000000001,1.0,610.0,210.9704641350211,65.24334335467576
18198,0.84,1.0,610.0,214.59227467811158,65.15471042252432
18199,0.86,1.0,610.0,219.2982456140351,65.02884183038492
18200,0.88,1.0,610.0,224.2152466367713,64.90099381081424
18201,0.9,1.0,610.0,228.31050228310502,64.76733450885601
18202,0.92,1.0,610.0,233.6448598130841,64.60402505125063
18203,0.94,1.0,610.0,240.3846153846154,64.47734480783832
18204,0.96,1.0,610.0,246.30541871921181,64.28059773691014
18205,0.98,1.0,610.0,253.80710659898477,64.10659376574658
18206,1.0,1.0,610.0,261.78010471204186,63.86636830781843
18207,0.0,0.0,710.0,89.76660682226212,78.22507438298275
18208,0.02,0.0,710.0,90.57971014492753,78.17191245058797
18209,0.04,0.0,710.0,91.57509157509158,77.99032964696904
18210,0.06,0.0,710.0,92.5925925925926,77.93106218187394
18211,0.08,0.0,710.0,93.10986964618249,77.83582743076786
18212,0.1,0.0,710.0,93.80863039399625,77.63434664889856
18213,0.12,0.0,710.0,94.5179584120983,77.46524879042342
18214,0.14,0.0,710.0,95.23809523809524,77.31581812179049
18215,0.16,0.0,710.0,96.15384615384616,77.07883840080291
18216,0.18,0.0,710.0,97.0873786407767,76.85368729115191
18217,0.2,0.0,710.0,98.23182711198429,76.75717477578732
18218,0.22,0.0,710.0,100.0,76.5071270913945
18219,0.24,0.0,710.0,101.6260162601626,76.24227329556687
18220,0.26,0.0,710.0,103.95010395010395,76.09225699876811
18221,0.28,0.0,710.0,106.60980810234541,75.86169512005716
18222,0.3,0.0,710.0,109.89010989010988,75.65964404625161
18223,0.32,0.0,710.0,113.37868480725623,75.57333387605804
18224,0.34,0.0,710.0,117.37089201877934,75.3522890035909
18225,0.36,0.0,710.0,122.24938875305624,75.14347786087026
18226,0.38,0.0,710.0,127.2264631043257,75.04966100290713
18227,0.4,0.0,710.0,132.9787234042553,74.88465390283949
18228,0.42,0.0,710.0,139.66480446927375,74.6282118920496
18229,0.44,0.0,710.0,146.6275659824047,74.64539045132446
18230,0.46,0.0,710.0,154.79876160990713,74.47747236344811
18231,0.48,0.0,710.0,162.86644951140065,74.37493397925395
18232,0.5,0.0,710.0,172.41379310344828,74.24144438853594
18233,0.52,0.0,710.0,182.4817518248175,74.0374695039584
18234,0.54,0.0,710.0,193.7984496124031,73.63251511394769
18235,0.56,0.0,710.0,205.76131687242798,73.55533794458785
18236,0.5800000000000001,0.0,710.0,218.34061135371178,73.20890987100489
18237,0.6,0.0,710.0,231.4814814814815,72.77150454425963
18238,0.62,0.0,710.0,245.09803921568627,72.48055914358466
18239,0.64,0.0,710.0,260.4166666666667,72.12578229948579
18240,0.6599999999999999,0.0,710.0,276.24309392265195,71.61663631456618
18241,0.6799999999999999,0.0,710.0,294.11764705882354,71.20453318305076
18242,0.7,0.0,710.0,312.5,70.64473190088448
18243,0.72,0.0,710.0,331.12582781456956,69.992613934735
18244,0.74,0.0,710.0,349.65034965034965,69.18344252915935
18245,0.76,0.0,710.0,373.13432835820896,68.83867459962654
18246,0.78,0.0,710.0,396.8253968253968,68.11887939756089
18247,0.8,0.0,710.0,416.6666666666667,66.95540865344297
18248,0.8200000000000001,0.0,710.0,442.4778761061947,66.26478274734913
18249,0.84,0.0,710.0,471.6981132075472,65.67762911443084
18250,0.86,0.0,710.0,505.050505050505,65.17452437416794
18251,0.88,0.0,710.0,537.6344086021505,64.4046698981445
18252,0.9,0.0,710.0,574.7126436781609,63.86406238783191
18253,0.92,0.0,710.0,617.283950617284,63.156712702596145
18254,0.94,0.0,710.0,666.6666666666666,62.87445592374284
18255,0.96,0.0,710.0,714.2857142857143,61.78910834099972
18256,0.98,0.0,710.0,793.6507936507936,62.68353667770681
18257,1.0,0.0,710.0,847.457627118644,59.887662383237235
18258,0.0,0.02,710.0,98.4251968503937,76.8224697067539
18259,0.02,0.02,710.0,100.20040080160321,76.84979652649562
18260,0.04,0.02,710.0,101.83299389002036,76.83408070422037
18261,0.06,0.02,710.0,103.30578512396694,76.81591509098915
18262,0.08,0.02,710.0,104.82180293501048,76.76008245670859
18263,0.1,0.02,710.0,105.70824524312897,76.69628708103131
18264,0.12,0.02,710.0,107.06638115631692,76.64064589882878
18265,0.14,0.02,710.0,107.9913606911447,76.61062744044717
18266,0.16,0.02,710.0,109.17030567685589,76.41022994489957
18267,0.18,0.02,710.0,110.13215859030836,76.37312139945705
18268,0.2,0.02,710.0,111.35857461024499,76.1859692026854
18269,0.22,0.02,710.0,112.61261261261261,76.0754527488396
18270,0.24,0.02,710.0,114.41647597254004,75.8551956479527
18271,0.26,0.02,710.0,116.0092807424594,75.66799928743293
18272,0.28,0.02,710.0,118.2033096926714,75.57104810146875
18273,0.3,0.02,710.0,120.77294685990339,75.39234405678364
18274,0.32,0.02,710.0,123.45679012345678,75.1474132475804
18275,0.34,0.02,710.0,127.2264631043257,75.04052763413046
18276,0.36,0.02,710.0,130.89005235602093,74.80884625242808
18277,0.38,0.02,710.0,135.13513513513513,74.82184076088492
18278,0.4,0.02,710.0,140.0560224089636,74.53589286785687
18279,0.42,0.02,710.0,145.34883720930233,74.45344564511949
18280,0.44,0.02,710.0,151.9756838905775,74.32923838950218
18281,0.46,0.02,710.0,158.22784810126583,74.17564864548166
18282,0.48,0.02,710.0,166.11295681063123,74.05160926087501
18283,0.5,0.02,710.0,174.21602787456445,73.9485832622095
18284,0.52,0.02,710.0,183.8235294117647,73.66257201121098
18285,0.54,0.02,710.0,193.7984496124031,73.45220509077728
18286,0.56,0.02,710.0,204.08163265306123,73.34269741000202
18287,0.5800000000000001,0.02,710.0,216.45021645021646,72.95936113924974
18288,0.6,0.02,710.0,228.31050228310502,72.81192322481566
18289,0.62,0.02,710.0,241.54589371980677,72.29706685048703
18290,0.64,0.02,710.0,256.4102564102564,71.93036879933459
18291,0.6599999999999999,0.02,710.0,271.7391304347826,71.50100257243611
18292,0.6799999999999999,0.02,710.0,287.35632183908046,70.97399082898319
18293,0.7,0.02,710.0,304.8780487804878,70.457879894046
18294,0.72,0.02,710.0,322.5806451612903,69.8981985431665
18295,0.74,0.02,710.0,342.4657534246575,69.43694284545235
18296,0.76,0.02,710.0,364.963503649635,68.86965421808931
18297,0.78,0.02,710.0,387.5968992248062,68.26909769242084
18298,0.8,0.02,710.0,406.5040650406504,67.09977300961005
18299,0.8200000000000001,0.02,710.0,431.0344827586207,66.35631340974163
18300,0.84,0.02,710.0,458.7155963302752,65.7273987883749
18301,0.86,0.02,710.0,490.19607843137254,65.20677677674706
18302,0.88,0.02,710.0,520.8333333333334,64.38249143787694
18303,0.9,0.02,710.0,561.7977528089888,64.11553266473584
18304,0.92,0.02,710.0,602.4096385542168,63.44656510748413
18305,0.94,0.02,710.0,649.3506493506494,62.95789015822255
18306,0.96,0.02,710.0,694.4444444444445,62.09670784353031
18307,0.98,0.02,710.0,746.2686567164179,61.46128712506109
18308,1.0,0.02,710.0,819.672131147541,61.33389658979392
18309,0.0,0.04,710.0,103.09278350515464,75.76058943437232
18310,0.02,0.04,710.0,105.26315789473684,75.757141971572
18311,0.04,0.04,710.0,107.52688172043011,75.76896687726058
18312,0.06,0.04,710.0,109.40919037199124,75.7760975473468
18313,0.08,0.04,710.0,111.11111111111111,75.74286060090417
18314,0.1,0.04,710.0,113.12217194570135,75.82041112740058
18315,0.12,0.04,710.0,114.6788990825688,75.79484144660466
18316,0.14,0.04,710.0,116.0092807424594,75.71757870749607
18317,0.16,0.04,710.0,117.6470588235294,75.7953810770859
18318,0.18,0.04,710.0,119.33174224343675,75.70577324480607
18319,0.2,0.04,710.0,120.48192771084338,75.66742931515356
18320,0.22,0.04,710.0,122.24938875305624,75.57065866886231
18321,0.24,0.04,710.0,123.45679012345678,75.42339425503071
18322,0.26,0.04,710.0,125.31328320802005,75.37901402127466
18323,0.28,0.04,710.0,127.2264631043257,75.23809474222676
18324,0.3,0.04,710.0,129.87012987012986,75.11384900942224
18325,0.32,0.04,710.0,132.27513227513228,74.95062978134743
18326,0.34,0.04,710.0,134.77088948787062,74.83332639406811
18327,0.36,0.04,710.0,138.12154696132598,74.70122600465824
18328,0.38,0.04,710.0,142.04545454545453,74.48543188871072
18329,0.4,0.04,710.0,146.19883040935673,74.28886439104755
18330,0.42,0.04,710.0,150.6024096385542,74.17783900148521
18331,0.44,0.04,710.0,156.25,73.9740346907175
18332,0.46,0.04,710.0,162.33766233766235,73.91849843899453
18333,0.48,0.04,710.0,168.9189189189189,73.67852266268554
18334,0.5,0.04,710.0,176.67844522968198,73.60515687476553
18335,0.52,0.04,710.0,184.50184501845018,73.56440185145097
18336,0.54,0.04,710.0,193.7984496124031,73.15176432046476
18337,0.56,0.04,710.0,203.2520325203252,73.03464222796391
18338,0.5800000000000001,0.04,710.0,214.59227467811158,72.737774010653
18339,0.6,0.04,710.0,226.2443438914027,72.45365302227478
18340,0.62,0.04,710.0,238.0952380952381,72.13848289502755
18341,0.64,0.04,710.0,251.25628140703517,71.72588606053922
18342,0.6599999999999999,0.04,710.0,265.9574468085106,71.36621418998507
18343,0.6799999999999999,0.04,710.0,280.8988764044944,70.76355571708545
18344,0.7,0.04,710.0,297.6190476190476,70.36759373869945
18345,0.72,0.04,710.0,314.4654088050315,69.80568059338752
18346,0.74,0.04,710.0,335.5704697986577,69.3884283744181
18347,0.76,0.04,710.0,354.6099290780142,68.9041669336597
18348,0.78,0.04,710.0,375.9398496240602,68.28991140155496
18349,0.8,0.04,710.0,400.0,67.53855737930253
18350,0.8200000000000001,0.04,710.0,420.16806722689074,66.65288868512675
18351,0.84,0.04,710.0,446.42857142857144,65.80021045234754
18352,0.86,0.04,710.0,476.1904761904762,65.22705309296904
18353,0.88,0.04,710.0,515.4639175257732,65.04875064769006
18354,0.9,0.04,710.0,543.4782608695652,63.98523512827249
18355,0.92,0.04,710.0,588.2352941176471,63.696655504489726
18356,0.94,0.04,710.0,632.9113924050633,63.080656736325395
18357,0.96,0.04,710.0,684.931506849315,62.619229373029846
18358,0.98,0.04,710.0,735.2941176470588,62.02957388761715
18359,1.0,0.04,710.0,793.6507936507936,61.5481115175473
18360,0.0,0.06,710.0,105.48523206751055,74.81980389230655
18361,0.02,0.06,710.0,107.9913606911447,74.86862609984553
18362,0.04,0.06,710.0,110.61946902654867,74.8692798730165
18363,0.06,0.06,710.0,112.86681715575621,74.95129309826663
18364,0.08,0.06,710.0,115.2073732718894,74.9456836772072
18365,0.1,0.06,710.0,117.37089201877934,74.98386507498385
18366,0.12,0.06,710.0,119.61722488038278,74.97931392128356
18367,0.14,0.06,710.0,121.35922330097087,74.99466978842219
18368,0.16,0.06,710.0,123.15270935960591,74.99714065940876
18369,0.18,0.06,710.0,125.0,75.03029092362479
18370,0.2,0.06,710.0,126.90355329949239,74.98001746071759
18371,0.22,0.06,710.0,128.53470437017995,74.9501120544813
18372,0.24,0.06,710.0,130.20833333333334,74.93003932471328
18373,0.26,0.06,710.0,132.27513227513228,74.83198997406411
18374,0.28,0.06,710.0,134.40860215053763,74.78829211287392
18375,0.3,0.06,710.0,136.23978201634878,74.70618887484213
18376,0.32,0.06,710.0,138.50415512465375,74.55690830332189
18377,0.34,0.06,710.0,141.24293785310735,74.49545449533578
18378,0.36,0.06,710.0,144.50867052023122,74.36449943546761
18379,0.38,0.06,710.0,147.49262536873155,74.28037005890307
18380,0.4,0.06,710.0,151.05740181268882,74.08289554096108
18381,0.42,0.06,710.0,155.27950310559007,73.95681759847432
18382,0.44,0.06,710.0,160.25641025641025,73.76170095129167
18383,0.46,0.06,710.0,165.56291390728478,73.56341320035088
18384,0.48,0.06,710.0,171.82130584192439,73.52925069333133
18385,0.5,0.06,710.0,177.93594306049823,73.38155919043298
18386,0.52,0.06,710.0,185.1851851851852,73.12324169955855
18387,0.54,0.06,710.0,193.7984496124031,73.1053840227166
18388,0.56,0.06,710.0,202.42914979757086,72.76921245610131
18389,0.5800000000000001,0.06,710.0,212.7659574468085,72.367827250914
18390,0.6,0.06,710.0,223.21428571428572,72.20423321683904
18391,0.62,0.06,710.0,234.7417840375587,71.8610003394751
18392,0.64,0.06,710.0,247.52475247524754,71.53235794616876
18393,0.6599999999999999,0.06,710.0,261.78010471204186,71.16643998805779
18394,0.6799999999999999,0.06,710.0,276.24309392265195,70.73829662765642
18395,0.7,0.06,710.0,292.39766081871346,70.41539587979504
18396,0.72,0.06,710.0,308.641975308642,69.93992814290883
18397,0.74,0.06,710.0,326.797385620915,69.40253574672533
18398,0.76,0.06,710.0,344.82758620689657,68.74928591711848
18399,0.78,0.06,710.0,367.6470588235294,68.36819239752083
18400,0.8,0.06,710.0,390.625,67.81219814774045
18401,0.8200000000000001,0.06,710.0,413.22314049586777,67.19109676337224
18402,0.84,0.06,710.0,442.4778761061947,66.6880781287708
18403,0.86,0.06,710.0,462.962962962963,65.28780011957384
18404,0.88,0.06,710.0,495.0495049504951,64.75455513124913
18405,0.9,0.06,710.0,537.6344086021505,64.6000023014542
18406,0.92,0.06,710.0,568.1818181818181,63.61566041825775
18407,0.94,0.06,710.0,609.7560975609756,63.19643852857888
18408,0.96,0.06,710.0,657.8947368421053,62.7027637111167
18409,0.98,0.06,710.0,704.2253521126761,61.72251933787788
18410,1.0,0.06,710.0,769.2307692307693,61.45840404980266
18411,0.0,0.08,710.0,106.60980810234541,74.07704272108573
18412,0.02,0.08,710.0,109.64912280701755,74.08592266466601
18413,0.04,0.08,710.0,112.35955056179775,74.14585088867312
18414,0.06,0.08,710.0,114.94252873563218,74.18112561441436
18415,0.08,0.08,710.0,117.6470588235294,74.26018971547498
18416,0.1,0.08,710.0,119.9040767386091,74.27788236086029
18417,0.12,0.08,710.0,122.24938875305624,74.32740151063575
18418,0.14,0.08,710.0,124.68827930174564,74.30718504483343
18419,0.16,0.08,710.0,126.90355329949239,74.34249557364988
18420,0.18,0.08,710.0,129.19896640826875,74.37458293219751
18421,0.2,0.08,710.0,130.89005235602093,74.33479033128597
18422,0.22,0.08,710.0,132.9787234042553,74.38442714055917
18423,0.24,0.08,710.0,135.13513513513513,74.35025249587859
18424,0.26,0.08,710.0,136.986301369863,74.3476557326222
18425,0.28,0.08,710.0,139.27576601671308,74.2535324043329
18426,0.3,0.08,710.0,141.643059490085,74.23262557041419
18427,0.32,0.08,710.0,143.67816091954023,74.17740433677321
18428,0.34,0.08,710.0,146.6275659824047,74.1161746098006
18429,0.36,0.08,710.0,149.2537313432836,73.97046978594362
18430,0.38,0.08,710.0,151.9756838905775,73.93280806641683
18431,0.4,0.08,710.0,155.27950310559007,73.7392324389482
18432,0.42,0.08,710.0,159.23566878980893,73.67646778919818
18433,0.44,0.08,710.0,163.3986928104575,73.51948150745845
18434,0.46,0.08,710.0,168.35016835016836,73.36725802285488
18435,0.48,0.08,710.0,173.61111111111111,73.26451115067674
18436,0.5,0.08,710.0,179.85611510791367,73.02321978415257
18437,0.52,0.08,710.0,186.56716417910448,72.81621827144522
18438,0.54,0.08,710.0,193.7984496124031,72.78989122152745
18439,0.56,0.08,710.0,202.42914979757086,72.44203817219989
18440,0.5800000000000001,0.08,710.0,210.9704641350211,72.30004862617807
18441,0.6,0.08,710.0,221.23893805309734,71.99634278983382
18442,0.62,0.08,710.0,232.5581395348837,71.6670575323067
18443,0.64,0.08,710.0,243.90243902439025,71.37243190030598
18444,0.6599999999999999,0.08,710.0,256.4102564102564,71.01871217019104
18445,0.6799999999999999,0.08,710.0,270.27027027027026,70.64857870507007
18446,0.7,0.08,710.0,285.7142857142857,70.20684013063105
18447,0.72,0.08,710.0,303.030303030303,69.92817444313955
18448,0.74,0.08,710.0,318.47133757961785,69.26781441781617
18449,0.76,0.08,710.0,337.8378378378378,68.8528461864217
18450,0.78,0.08,710.0,359.71223021582733,68.35733162755639
18451,0.8,0.08,710.0,381.6793893129771,67.80846397807295
18452,0.8200000000000001,0.08,710.0,403.2258064516129,67.13801267538162
18453,0.84,0.08,710.0,431.0344827586207,66.61177530260291
18454,0.86,0.08,710.0,458.7155963302752,66.0041365479145
18455,0.88,0.08,710.0,480.7692307692308,64.7636145961293
18456,0.9,0.08,710.0,515.4639175257732,64.31912844217008
18457,0.92,0.08,710.0,549.4505494505495,63.56067444795086
18458,0.94,0.08,710.0,595.2380952380952,63.49321442922254
18459,0.96,0.08,710.0,641.025641025641,62.91537205903441
18460,0.98,0.08,710.0,684.931506849315,62.15385746949619
18461,1.0,0.08,710.0,746.2686567164179,61.602851499450146
18462,0.0,0.1,710.0,107.06638115631692,73.42716852286799
18463,0.02,0.1,710.0,110.13215859030836,73.46921415522583
18464,0.04,0.1,710.0,113.12217194570135,73.50358453291763
18465,0.06,0.1,710.0,116.0092807424594,73.49555535011845
18466,0.08,0.1,710.0,119.04761904761905,73.61051234198881
18467,0.1,0.1,710.0,121.65450121654501,73.6868023848993
18468,0.12,0.1,710.0,124.37810945273633,73.70333291799498
18469,0.14,0.1,710.0,126.90355329949239,73.75068833447415
18470,0.16,0.1,710.0,129.19896640826875,73.78222338454319
18471,0.18,0.1,710.0,131.57894736842104,73.82281390676232
18472,0.2,0.1,710.0,134.04825737265415,73.8197095105192
18473,0.22,0.1,710.0,136.23978201634878,73.81337498022289
18474,0.24,0.1,710.0,138.50415512465375,73.77483786533173
18475,0.26,0.1,710.0,140.4494382022472,73.79450314463307
18476,0.28,0.1,710.0,142.85714285714286,73.81886690209915
18477,0.3,0.1,710.0,145.34883720930233,73.74776428385178
18478,0.32,0.1,710.0,147.49262536873155,73.77589055842859
18479,0.34,0.1,710.0,150.15015015015015,73.65171702017511
18480,0.36,0.1,710.0,152.9051987767584,73.57464937975021
18481,0.38,0.1,710.0,155.76323987538942,73.46035943955057
18482,0.4,0.1,710.0,159.23566878980893,73.42024525136074
18483,0.42,0.1,710.0,162.33766233766235,73.3682233419986
18484,0.44,0.1,710.0,166.66666666666666,73.202062792007
18485,0.46,0.1,710.0,170.64846416382252,73.09455544262309
18486,0.48,0.1,710.0,175.43859649122808,72.9367740625764
18487,0.5,0.1,710.0,181.15942028985506,72.83293475395016
18488,0.52,0.1,710.0,187.26591760299627,72.66081476195455
18489,0.54,0.1,710.0,193.7984496124031,72.47679595457575
18490,0.56,0.1,710.0,201.61290322580646,72.24499577491078
18491,0.5800000000000001,0.1,710.0,210.08403361344537,72.01952411720907
18492,0.6,0.1,710.0,219.2982456140351,71.83022453221676
18493,0.62,0.1,710.0,229.3577981651376,71.5855760808683
18494,0.64,0.1,710.0,240.3846153846154,71.22925264204045
18495,0.6599999999999999,0.1,710.0,252.5252525252525,70.94172524222238
18496,0.6799999999999999,0.1,710.0,265.9574468085106,70.6084070971769
18497,0.7,0.1,710.0,280.8988764044944,70.21746979275234
18498,0.72,0.1,710.0,295.85798816568047,69.7041559772065
18499,0.74,0.1,710.0,312.5,69.2455808887294
18500,0.76,0.1,710.0,331.12582781456956,68.8008023253076
18501,0.78,0.1,710.0,349.65034965034965,68.39873803325992
18502,0.8,0.1,710.0,370.3703703703704,67.89327067449184
18503,0.8200000000000001,0.1,710.0,393.7007874015748,67.25517562685145
18504,0.84,0.1,710.0,420.16806722689074,66.80436055868911
18505,0.86,0.1,710.0,446.42857142857144,66.05484624414765
18506,0.88,0.1,710.0,476.1904761904762,65.59119946335792
18507,0.9,0.1,710.0,500.0,64.30071577008812
18508,0.92,0.1,710.0,537.6344086021505,63.91001372197092
18509,0.94,0.1,710.0,574.7126436781609,63.1928942294934
18510,0.96,0.1,710.0,617.283950617284,62.744539715085
18511,0.98,0.1,710.0,675.6756756756756,62.602330630499914
18512,1.0,0.1,710.0,724.6376811594203,61.90979717954474
18513,0.0,0.12,710.0,107.29613733905579,72.9330922221648
18514,0.02,0.12,710.0,110.37527593818984,72.9443715566084
18515,0.04,0.12,710.0,113.37868480725623,72.87745554046215
18516,0.06,0.12,710.0,116.55011655011656,73.05244284847255
18517,0.08,0.12,710.0,119.61722488038278,73.05699059112457
18518,0.1,0.12,710.0,122.54901960784314,73.1553845974083
18519,0.12,0.12,710.0,125.31328320802005,73.15719832212581
18520,0.14,0.12,710.0,128.2051282051282,73.21093755071787
18521,0.16,0.12,710.0,130.89005235602093,73.2302102124749
18522,0.18,0.12,710.0,133.33333333333334,73.25177329979073
18523,0.2,0.12,710.0,135.8695652173913,73.27900877856509
18524,0.22,0.12,710.0,138.12154696132598,73.29909754761543
18525,0.24,0.12,710.0,140.8450704225352,73.32333409183853
18526,0.26,0.12,710.0,143.26647564469914,73.3275183179881
18527,0.28,0.12,710.0,145.34883720930233,73.33360757162845
18528,0.3,0.12,710.0,147.92899408284023,73.32855440368749
18529,0.32,0.12,710.0,150.6024096385542,73.25919263818894
18530,0.34,0.12,710.0,152.9051987767584,73.26192348975025
18531,0.36,0.12,710.0,155.76323987538942,73.19305669170564
18532,0.38,0.12,710.0,158.73015873015873,73.11971722424951
18533,0.4,0.12,710.0,161.81229773462783,73.04707625569256
18534,0.42,0.12,710.0,165.01650165016503,73.01371437389156
18535,0.44,0.12,710.0,168.9189189189189,72.87185640600353
18536,0.46,0.12,710.0,173.01038062283737,72.75531140998098
18537,0.48,0.12,710.0,177.3049645390071,72.66067576457081
18538,0.5,0.12,710.0,182.4817518248175,72.50895479515971
18539,0.52,0.12,710.0,187.9699248120301,72.35463787510375
18540,0.54,0.12,710.0,193.7984496124031,72.19667681586324
18541,0.56,0.12,710.0,201.61290322580646,72.01573363780022
18542,0.5800000000000001,0.12,710.0,209.20502092050208,71.9805835881353
18543,0.6,0.12,710.0,217.3913043478261,71.65833748879263
18544,0.62,0.12,710.0,227.27272727272728,71.24292541118422
18545,0.64,0.12,710.0,238.0952380952381,71.05794478407809
18546,0.6599999999999999,0.12,710.0,248.75621890547265,70.8030355841857
18547,0.6799999999999999,0.12,710.0,261.78010471204186,70.44253605426368
18548,0.7,0.12,710.0,274.72527472527474,70.08912889842483
18549,0.72,0.12,710.0,289.01734104046244,69.6965831125961
18550,0.74,0.12,710.0,306.7484662576687,69.39171191019433
18551,0.76,0.12,710.0,322.5806451612903,68.84746092597125
18552,0.78,0.12,710.0,342.4657534246575,68.37474621046596
18553,0.8,0.12,710.0,362.3188405797101,67.92325988099638
18554,0.8200000000000001,0.12,710.0,384.61538461538464,67.47782218509246
18555,0.84,0.12,710.0,409.8360655737705,66.79963077581304
18556,0.86,0.12,710.0,434.7826086956522,66.1525440631591
18557,0.88,0.12,710.0,462.962962962963,65.47949098679408
18558,0.9,0.12,710.0,495.0495049504951,64.93243374527754
18559,0.92,0.12,710.0,520.8333333333334,63.85332285013333
18560,0.94,0.12,710.0,555.5555555555555,63.14038801782465
18561,0.96,0.12,710.0,609.7560975609756,63.25804224123466
18562,0.98,0.12,710.0,649.3506493506494,62.52405985869321
18563,1.0,0.12,710.0,694.4444444444445,61.565810539489625
18564,0.0,0.14,710.0,107.06638115631692,72.52360865439438
18565,0.02,0.14,710.0,110.13215859030836,72.4914371420182
18566,0.04,0.14,710.0,113.37868480725623,72.42872301466411
18567,0.06,0.14,710.0,116.55011655011656,72.57919903931392
18568,0.08,0.14,710.0,119.61722488038278,72.60951594302297
18569,0.1,0.14,710.0,122.85012285012284,72.68382270425514
18570,0.12,0.14,710.0,125.94458438287154,72.66558955255687
18571,0.14,0.14,710.0,128.8659793814433,72.77730260796906
18572,0.16,0.14,710.0,131.92612137203167,72.8424737393426
18573,0.18,0.14,710.0,134.40860215053763,72.83332435401852
18574,0.2,0.14,710.0,136.986301369863,72.92525677411332
18575,0.22,0.14,710.0,139.66480446927375,72.94633402193213
18576,0.24,0.14,710.0,142.45014245014244,72.96963446986672
18577,0.26,0.14,710.0,144.92753623188406,72.99962518958525
18578,0.28,0.14,710.0,147.49262536873155,72.98085294214756
18579,0.3,0.14,710.0,149.7005988023952,72.94296188204831
18580,0.32,0.14,710.0,152.4390243902439,72.96797973857423
18581,0.34,0.14,710.0,155.27950310559007,72.85278538694736
18582,0.36,0.14,710.0,157.72870662460568,72.84822472665175
18583,0.38,0.14,710.0,160.77170418006432,72.80070239123812
18584,0.4,0.14,710.0,163.9344262295082,72.71534778549969
18585,0.42,0.14,710.0,167.22408026755852,72.66806465227799
18586,0.44,0.14,710.0,170.64846416382252,72.55480239721798
18587,0.46,0.14,710.0,174.21602787456445,72.52884088437371
18588,0.48,0.14,710.0,178.57142857142858,72.40830244398416
18589,0.5,0.14,710.0,183.15018315018315,72.28946624305036
18590,0.52,0.14,710.0,188.67924528301887,72.10585223887612
18591,0.54,0.14,710.0,194.55252918287937,71.9402926912553
18592,0.56,0.14,710.0,200.80321285140562,71.78556882263888
18593,0.5800000000000001,0.14,710.0,208.33333333333334,71.58163200885295
18594,0.6,0.14,710.0,215.51724137931035,71.38546295651716
18595,0.62,0.14,710.0,225.22522522522522,71.09948267125185
18596,0.64,0.14,710.0,234.7417840375587,70.93218205026999
