,a_CT,a_TA,PL,Ps,F0,SPL
33180,0.375,0.125,1850,1881.04771521331,277.358490566038,107.78368497293201
33181,0.375,0.125,1900,1934.82877046889,277.795275590551,108.083111919663
33182,0.375,0.125,1950,1976.38317385291,278.233438485804,108.27912556076899
33183,0.375,0.125,2000,2039.53034412064,278.672985781991,108.49555005953599
33200,0.4,0.125,500,509.951572742389,253.812949640288,90.374917904216
33201,0.4,0.125,550,559.276682441145,256.768558951965,92.167137721456
33202,0.4,0.125,600,608.072741318808,259.030837004405,93.730762486538
33203,0.4,0.125,650,657.144831601565,260.94674556213,95.027567733094
33204,0.4,0.125,700,705.649190371199,262.891207153502,96.131141209813
33205,0.4,0.125,750,754.926867858995,264.467766116942,97.149374454107
33206,0.4,0.125,800,809.040536617273,265.66265060241,98.03625777362899
33207,0.4,0.125,850,857.763215941337,266.868381240545,98.956010470987
33208,0.4,0.125,900,903.590841408496,268.085106382979,99.724397251402
33209,0.4,0.125,950,958.707556124837,269.312977099237,100.430872297544
33210,0.4,0.125,1000,1009.4686967894,270.552147239264,101.097071722467
33211,0.4,0.125,1050,1058.62945850421,271.384615384615,101.713528974209
33212,0.4,0.125,1100,1117.18527740927,272.222222222222,102.32287961023701
33213,0.4,0.125,1150,1165.05732726992,273.065015479876,102.904359786735
33214,0.4,0.125,1200,1219.4479789896,273.913043478261,103.365492643072
33215,0.4,0.125,1250,1268.16269940558,274.339035769829,103.86967612768899
33216,0.4,0.125,1300,1320.11791392088,275.195007800312,104.307271917543
33217,0.4,0.125,1350,1366.0026690349,276.056338028169,104.74665356828999
33218,0.4,0.125,1400,1415.53113578042,276.489028213166,105.12064675546301
33219,0.4,0.125,1450,1473.86891514527,276.923076923077,105.473457768132
33220,0.4,0.125,1500,1525.16723662939,277.795275590551,105.75737815271799
33221,0.4,0.125,1550,1577.11094433275,278.233438485804,106.10298866052901
33222,0.4,0.125,1600,1628.3826990096,278.672985781991,106.37787484355599
33223,0.4,0.125,1650,1679.757903809,279.556259904913,106.650764581797
33224,0.4,0.125,1700,1731.5609240279,280.0,106.90549608931701
33225,0.4,0.125,1750,1782.99223818294,280.445151033386,107.137719446799
33226,0.4,0.125,1800,1840.42372342903,280.891719745223,107.393444114261
33227,0.4,0.125,1850,1887.94917432257,281.33971291866,107.592852542359
33228,0.4,0.125,1900,1951.7758827568,281.789137380192,107.76669063438601
33229,0.4,0.125,1950,1990.19568800444,282.692307692308,107.971445522079
33230,0.4,0.125,2000,2043.31786750248,283.14606741573,108.13477966488901
33247,0.425,0.125,500,509.089370945894,259.411764705882,90.76527807406
33248,0.425,0.125,550,558.094879007329,261.721068249258,92.487662686765
33249,0.425,0.125,600,608.06791278379,264.071856287425,94.037567295825
33250,0.425,0.125,650,659.701791776474,266.06334841629,95.31882539528
33251,0.425,0.125,700,705.037512404636,268.085106382979,96.419444668113
33252,0.425,0.125,750,758.681660200042,269.312977099237,97.462320503653
33253,0.425,0.125,800,808.730337521758,270.967741935484,98.38841690151301
33254,0.425,0.125,850,858.57808209974,272.222222222222,99.25070122565401
33255,0.425,0.125,900,908.347833987307,273.065015479876,100.016951542053
33256,0.425,0.125,950,957.512664730706,274.339035769829,100.74459092533101
33257,0.425,0.125,1000,1007.69565223144,275.195007800312,101.34921218437
33258,0.425,0.125,1050,1060.52826145318,276.056338028169,101.99697114049599
33259,0.425,0.125,1100,1113.56259260158,276.923076923077,102.453760369402
33260,0.425,0.125,1150,1159.96675894917,277.795275590551,102.97247158222899
33261,0.425,0.125,1200,1220.63431218255,278.233438485804,103.44518638039199
33262,0.425,0.125,1250,1268.99126327478,279.113924050633,103.824778519197
33263,0.425,0.125,1300,1321.55677582059,279.556259904913,104.21350859250899
33264,0.425,0.125,1350,1373.53355174564,280.445151033386,104.561646386906
33265,0.425,0.125,1400,1423.67118912349,280.891719745223,104.872995867323
33266,0.425,0.125,1450,1485.00367250986,281.33971291866,105.21185779396899
33267,0.425,0.125,1500,1528.15474908507,282.24,105.46238959212201
33268,0.425,0.125,1550,1591.14191548971,282.692307692308,105.787701483624
33269,0.425,0.125,1600,1631.80387340601,283.14606741573,105.987613491085
33270,0.425,0.125,1650,1695.80374483913,284.057971014493,106.27573190028599
33271,0.425,0.125,1700,1735.82986559975,284.516129032258,106.464108667962
33272,0.425,0.125,1750,1800.79636805108,284.975767366721,106.72625245713701
33273,0.425,0.125,1800,1838.07920179846,285.436893203883,106.93050815577499
33274,0.425,0.125,1850,1906.13597005561,286.363636363636,107.13593403456699
33275,0.425,0.125,1900,1954.91355817985,286.829268292683,107.37191506094001
33276,0.425,0.125,1950,2008.10377638974,287.296416938111,107.51263884650999
33277,0.425,0.125,2000,2062.3523666542,287.765089722675,107.75074210165599
33294,0.45,0.125,500,508.293944818552,264.467766116942,91.134560457093
33295,0.45,0.125,550,558.186847381899,266.868381240545,92.874378647404
33296,0.45,0.125,600,608.693481724742,269.312977099237,94.333735890915
33297,0.45,0.125,650,658.912534365664,271.384615384615,95.647088124524
33298,0.45,0.125,700,709.401312620587,273.065015479876,96.824567673335
33299,0.45,0.125,750,757.348524266121,274.339035769829,97.803226903602
33300,0.45,0.125,800,812.062965660985,275.625,98.70786881376699
33301,0.45,0.125,850,863.717547431468,276.923076923077,99.44660998904101
33302,0.45,0.125,900,915.086063574306,277.795275590551,100.154573828568
33303,0.45,0.125,950,965.141661278722,278.672985781991,100.743203976774
33304,0.45,0.125,1000,1016.57758490165,279.556259904913,101.30115155329
33305,0.45,0.125,1050,1067.00630903268,280.445151033386,101.79716258608599
33306,0.45,0.125,1100,1119.22774388875,281.33971291866,102.24459669858399
33307,0.45,0.125,1150,1169.38745808378,282.24,102.682388336462
33308,0.45,0.125,1200,1222.14699550386,282.692307692308,103.074251209973
33309,0.45,0.125,1250,1272.70076050251,283.601286173633,103.435266542113
33310,0.45,0.125,1300,1324.25056808516,284.057971014493,103.771468467663
33311,0.45,0.125,1350,1375.74508068624,284.975767366721,104.10025141661299
33312,0.45,0.125,1400,1434.13266742074,285.436893203883,104.39602790207601
33313,0.45,0.125,1450,1478.77674429207,286.363636363636,104.730076920774
33314,0.45,0.125,1500,1542.32169705843,286.829268292683,105.032971651661
33315,0.45,0.125,1550,1584.1243256103,287.296416938111,105.305163869171
33316,0.45,0.125,1600,1646.82449436508,288.235294117647,105.577566940546
33317,0.45,0.125,1650,1693.95267907246,288.707037643208,105.812339939005
33318,0.45,0.125,1700,1751.2749482794,289.180327868852,106.086812774159
33319,0.45,0.125,1750,1806.44038215769,290.131578947368,106.31759052672899
33320,0.45,0.125,1800,1855.3567621187,290.609555189456,106.543712025243
33321,0.45,0.125,1850,1908.59476190912,291.089108910891,106.76000447769599
33322,0.45,0.125,1900,1962.09593483332,292.05298013245,106.988851531114
33323,0.45,0.125,1950,2013.33288989742,292.537313432836,107.17434332461701
33324,0.45,0.125,2000,2081.46669798037,293.023255813953,107.42973967573599
33340,0.475,0.125,500,510.548775704111,269.312977099237,91.485538273525
33341,0.475,0.125,550,559.516011105263,271.802773497689,93.196773762296
33342,0.475,0.125,600,608.601472783145,274.339035769829,94.652706408648
33343,0.475,0.125,650,662.509373678084,276.056338028169,95.891872772162
33344,0.475,0.125,700,712.020558039129,277.795275590551,96.930051280817
33345,0.475,0.125,750,761.639579284886,279.113924050633,97.775017768384
33346,0.475,0.125,800,813.975153140645,280.445151033386,98.54817477542599
33347,0.475,0.125,850,866.139522159827,281.33971291866,99.275601367988
33348,0.475,0.125,900,922.674729491251,282.24,99.84829690049699
33349,0.475,0.125,950,972.95496082111,283.14606741573,100.357049003246
33350,0.475,0.125,1000,1026.26623107264,284.057971014493,100.920298060291
33351,0.475,0.125,1050,1077.82015748273,284.975767366721,101.368822509625
33352,0.475,0.125,1100,1129.56812962774,285.899513776337,101.82857510671101
33353,0.475,0.125,1150,1181.39103850481,286.829268292683,102.241032516493
33354,0.475,0.125,1200,1233.27590844923,287.296416938111,102.65635220060199
33355,0.475,0.125,1250,1285.21065361636,288.235294117647,103.03647515663599
33356,0.475,0.125,1300,1336.63748306041,289.180327868852,103.37517076112101
33357,0.475,0.125,1350,1389.14514944695,289.655172413793,103.723150828
33358,0.475,0.125,1400,1440.79886927531,290.131578947368,104.048123957016
33359,0.475,0.125,1450,1493.73723081077,291.089108910891,104.369940769495
33360,0.475,0.125,1500,1553.8482603542,291.570247933884,104.64263847703899
33361,0.475,0.125,1550,1598.28884185059,292.537313432836,104.94441758186
33362,0.475,0.125,1600,1662.15849008864,293.023255813953,105.233299374513
33363,0.475,0.125,1650,1701.00947862679,294.0,105.46257747591201
33364,0.475,0.125,1700,1767.03621326534,294.49081803005,105.758750217097
33365,0.475,0.125,1750,1805.67979966598,295.477386934673,105.943189999803
33366,0.475,0.125,1800,1871.96382339136,295.973154362416,106.19181035895201
33367,0.475,0.125,1850,1922.40233996647,296.969696969697,106.460237753977
33368,0.475,0.125,1900,1975.66135738239,297.470489038786,106.671534714984
33369,0.475,0.125,1950,2027.90749544949,298.477157360406,106.90286882714301
33370,0.475,0.125,2000,2076.76174470858,298.983050847458,107.107029168427
33371,0.45,0.025,550,503.040748929604,223.008849557522,62.3600983601966
33372,0.45,0.025,600,553.781267690433,229.6875,66.7935538929509
33373,0.45,0.025,650,606.111730363668,237.415881561238,71.091195572625
33374,0.45,0.025,700,660.158373553714,245.0,75.194085806923
33375,0.45,0.025,750,716.472303755725,252.0,79.030298206098
33376,0.45,0.025,800,769.553200728872,257.894736842105,82.477375892668
33377,0.45,0.025,850,827.059041686792,262.891207153502,85.483966407844
33378,0.45,0.025,900,881.812423380989,266.868381240545,88.023914948649
33379,0.45,0.025,950,939.533329295208,270.137825421133,90.241482302831
33380,0.45,0.025,1000,994.779262359662,273.065015479876,92.093559446764
33381,0.45,0.025,1050,1046.51644422556,275.195007800312,93.622447996748
33382,0.45,0.025,1100,1107.54215672283,277.358490566038,94.986142431539
33383,0.45,0.025,1150,1161.40629829192,279.113924050633,96.139214837145
