,a_CT,a_TA,PL,Ps,F0,SPL
6516,0.875,0.7,1650,1782.24185158684,243.646408839779,91.564772224475
6517,0.875,0.7,1700,1834.16852547434,245.682451253482,92.32594336811
6518,0.875,0.7,1750,1887.21629302673,248.450704225352,93.396069756768
6519,0.875,0.7,1800,1938.94978879522,249.152542372881,93.918511610021
6520,0.875,0.7,1850,1992.87596055984,250.568181818182,94.582276324477
6521,0.875,0.7,1900,2044.0179929956,251.282051282051,95.114649282158
6522,0.875,0.7,1950,2099.01581845341,253.812949640288,95.829598281096
6523,0.875,0.7,2000,2148.32227340009,252.360515021459,96.029212293414
6546,0.9,0.7,950,1046.0992296776,265.66265060241,73.768265195324
6547,0.9,0.7,1000,1098.28810043873,267.678300455235,75.844944681846
6548,0.9,0.7,1050,1151.79670375933,269.312977099237,78.167851875514
6549,0.9,0.7,1100,1204.13536909698,270.552147239264,80.479839078658
6550,0.9,0.7,1150,1256.16977389511,270.552147239264,82.643294161381
6551,0.9,0.7,1200,1308.65682587057,270.552147239264,84.617245457003
6552,0.9,0.7,1250,1361.27786732567,270.552147239264,86.46518269982
6553,0.9,0.7,1300,1412.2991383192,270.552147239264,88.136541983447
6554,0.9,0.7,1350,1463.70651885109,269.724770642202,89.831401184136
6555,0.9,0.7,1400,1517.44955485382,262.891207153502,90.184147234109
6556,0.9,0.7,1450,1572.47981575442,258.272327964861,90.544121968787
6557,0.9,0.7,1500,1625.0082752153,259.79381443299,91.365486513339
6558,0.9,0.7,1550,1676.54762712077,261.721068249258,92.322088168407
6559,0.9,0.7,1600,1735.26491784005,244.321329639889,90.783523269958
6560,0.9,0.7,1650,1786.08802261636,249.85835694051,92.423592063514
6561,0.9,0.7,1700,1840.34803330654,247.405329593268,92.292033833465
6562,0.9,0.7,1750,1889.5706760833,249.85835694051,93.290864853263
6563,0.9,0.7,1800,1942.12505246092,250.568181818182,93.798449346437
6564,0.9,0.7,1850,1994.49966547535,252.0,94.559207057434
6565,0.9,0.7,1900,2049.58840415788,253.448275862069,95.135914730675
6566,0.9,0.7,1950,2095.0235528663,254.913294797688,95.74921500621
6567,0.9,0.7,2000,2153.30657440057,254.913294797688,96.091817302653
6589,0.925,0.7,1000,1099.6431332754,269.724770642202,75.123387314534
6590,0.925,0.7,1050,1152.35762226566,271.802773497689,77.399364634072
6591,0.925,0.7,1100,1205.44107869115,272.642967542504,79.684168270207
6592,0.925,0.7,1150,1257.77927390552,273.488372093023,81.762176007017
6593,0.925,0.7,1200,1311.55102209957,273.913043478261,83.664478569163
6594,0.925,0.7,1250,1362.22726935178,273.913043478261,85.461870888137
6595,0.925,0.7,1300,1414.52998939758,273.913043478261,87.116425471836
6596,0.925,0.7,1350,1464.2363499813,273.488372093023,88.572902463978
6597,0.925,0.7,1400,1518.22503040771,273.065015479876,90.06287164177
6598,0.925,0.7,1450,1572.60644158352,260.561299852289,90.607240602398
6599,0.925,0.7,1500,1626.62663485582,260.94674556213,91.080826086419
6600,0.925,0.7,1550,1679.16331600335,262.5,91.823588170274
6601,0.925,0.7,1600,1730.60843676423,255.652173913043,91.863160333013
6602,0.925,0.7,1650,1786.43910192022,247.752808988764,91.607332068558
6603,0.925,0.7,1700,1840.07461459244,249.152542372881,92.233675071711
6604,0.925,0.7,1750,1892.00168961199,250.924608819346,92.970474902799
6605,0.925,0.7,1800,1946.58933492554,252.0,93.706645407241
6606,0.925,0.7,1850,1995.25669061275,253.448275862069,94.386061456915
6607,0.925,0.7,1900,2046.06082247189,254.913294797688,95.053080522715
6608,0.925,0.7,1950,2102.61435464129,256.395348837209,95.591836266713
6609,0.925,0.7,2000,2155.19342788788,255.652173913043,95.850916517673
6631,0.95,0.7,1000,1099.95395044007,271.802773497689,74.426600109549
6632,0.95,0.7,1050,1152.6288457584,273.913043478261,76.598251341072
6633,0.95,0.7,1100,1206.89830488021,275.195007800312,78.83142829843
6634,0.95,0.7,1150,1260.07133898157,276.056338028169,80.940063903974
6635,0.95,0.7,1200,1310.55436522862,276.489028213166,82.897286102642
6636,0.95,0.7,1250,1363.72919865802,276.489028213166,84.581037566646
6637,0.95,0.7,1300,1416.85428728908,276.489028213166,86.171698973574
6638,0.95,0.7,1350,1469.31253352527,276.489028213166,87.662896047716
6639,0.95,0.7,1400,1521.54452817099,276.489028213166,89.024719339023
6640,0.95,0.7,1450,1570.25316481925,275.625,90.35814470991
6641,0.95,0.7,1500,1623.45352960521,270.137825421133,91.213058638955
6642,0.95,0.7,1550,1679.81672283265,261.721068249258,91.365771206651
6643,0.95,0.7,1600,1731.57315956233,261.333333333333,92.170119515666
6644,0.95,0.7,1650,1788.34457330643,249.50495049505,91.611117762333
6645,0.95,0.7,1700,1840.16661561197,250.212765957447,92.291248418157
6646,0.95,0.7,1750,1889.84283548681,253.812949640288,93.239940903342
6647,0.95,0.7,1800,1945.40140838358,254.545454545455,93.810793184639
6648,0.95,0.7,1850,2000.21524792666,254.913294797688,94.292862075084
6649,0.95,0.7,1900,2048.28203536835,256.395348837209,94.852655887131
6650,0.95,0.7,1950,2104.58958515508,257.518248175182,95.369268703844
6651,0.95,0.7,2000,2154.24458337666,259.030837004405,95.829254041138
6672,0.975,0.7,1050,1154.12725268081,275.625,75.914061643509
6673,0.975,0.7,1100,1206.69515050635,277.358490566038,78.156818402023
6674,0.975,0.7,1150,1260.21104141562,278.233438485804,80.199175176979
6675,0.975,0.7,1200,1312.23956488157,279.113924050633,82.080721887906
6676,0.975,0.7,1250,1364.31320140817,279.113924050633,83.87267934997
6677,0.975,0.7,1300,1417.06531519541,279.113924050633,85.453677397932
6678,0.975,0.7,1350,1469.72892686296,279.556259904913,86.900208429251
6679,0.975,0.7,1400,1521.78878604469,279.113924050633,88.249364501483
6680,0.975,0.7,1450,1573.87502258748,279.113924050633,89.493713131216
6681,0.975,0.7,1500,1624.08187213954,279.113924050633,90.635945881551
6682,0.975,0.7,1550,1677.84023190421,265.263157894737,91.291829051429
6683,0.975,0.7,1600,1736.16953582273,252.0,91.224390367132
6684,0.975,0.7,1650,1784.40917479586,264.071856287425,92.460107698856
6685,0.975,0.7,1700,1840.9953959548,252.360515021459,92.358497599829
6686,0.975,0.7,1750,1894.42074706874,253.812949640288,93.132293147918
6687,0.975,0.7,1800,1946.54298400003,255.652173913043,93.577176125311
6688,0.975,0.7,1850,1995.77117348419,256.395348837209,94.171000030926
6689,0.975,0.7,1900,2053.61640407323,257.894736842105,94.752425328644
6690,0.975,0.7,1950,2102.2148183639,259.411764705882,95.138764411164
6691,0.975,0.7,2000,2155.22612784748,259.030837004405,95.656933893835
6692,0.8,0.075,500,499.316538752173,291.089108910891,78.367458171425
6693,0.8,0.075,550,554.057030301171,297.972972972973,82.607873057816
6694,0.8,0.075,600,610.338340775231,303.614457831325,85.498631148991
6695,0.8,0.075,650,662.118376500262,307.853403141361,87.617116535279
6696,0.8,0.075,700,717.03864129677,312.212389380531,89.248328927067
6697,0.8,0.075,750,774.090981830334,315.563506261181,90.714474804537
6698,0.8,0.075,800,824.559473201959,318.987341772152,92.068476910539
6699,0.8,0.075,850,878.075497216572,321.311475409836,93.432214832804
6700,0.8,0.075,900,931.031098930616,324.264705882353,94.75164204415
6701,0.8,0.075,950,988.080634510412,326.666666666667,96.025812619587
6702,0.8,0.075,1000,1040.50747120617,328.491620111732,97.213205111719
6703,0.8,0.075,1050,1093.77815018122,330.337078651685,98.24849844402499
6704,0.8,0.075,1100,1144.26434464947,332.830188679245,99.191711771792
6705,0.8,0.075,1150,1199.47878976005,334.72485768501,100.08721170912801
6706,0.8,0.075,1200,1247.66890871122,336.641221374046,100.847686386449
6707,0.8,0.075,1250,1301.69988259273,338.579654510557,101.61288522558999
6708,0.8,0.075,1300,1357.42849638326,340.540540540541,102.31781130266299
6709,0.8,0.075,1350,1406.26757729876,341.860465116279,102.93095163580901
6710,0.8,0.075,1400,1456.73777166827,343.859649122807,103.425145349073
6711,0.8,0.075,1450,1514.94678712852,345.882352941176,103.83720411770199
6712,0.8,0.075,1500,1562.22111717534,347.92899408284,104.20545878339101
6713,0.8,0.075,1550,1618.00415810682,349.306930693069,104.53852272859501
6714,0.8,0.075,1600,1669.1193140684,351.394422310757,104.81565177010299
6715,0.8,0.075,1650,1718.85089662914,352.8,105.07313625006799
6716,0.8,0.075,1700,1779.30855895381,354.21686746988,105.362429331094
6717,0.8,0.075,1750,1832.5638909166,355.645161290323,105.59279191931
6718,0.8,0.075,1800,1875.07843626492,357.085020242915,105.873474057241
6719,0.8,0.075,1850,1935.80182154096,358.536585365854,106.12661845815401
6720,0.8,0.075,1900,1987.51532236644,360.0,106.38073751511601
6721,0.8,0.075,1950,2043.87164520901,361.475409836066,106.61830412089299
6722,0.8,0.075,2000,2088.76047809567,362.217659137577,106.861862364258
6743,1.0,0.7,1050,1154.92857633349,277.358490566038,75.304231445452
6744,1.0,0.7,1100,1208.21757566424,279.113924050633,77.465154493156
6745,1.0,0.7,1150,1260.96581337085,280.891719745223,79.476218192508
6746,1.0,0.7,1200,1312.7013925036,281.33971291866,81.4224555142
6747,1.0,0.7,1250,1367.06448049537,281.789137380192,83.146802355818
6748,1.0,0.7,1300,1417.07860030444,282.24,84.681210965298
6749,1.0,0.7,1350,1469.43896211544,282.692307692308,86.121408242125
6750,1.0,0.7,1400,1524.92101647165,282.692307692308,87.411886989818
6751,1.0,0.7,1450,1575.79056375918,282.692307692308,88.595100312512
6752,1.0,0.7,1500,1625.28127819918,282.692307692308,89.725034420741
6753,1.0,0.7,1550,1681.73027767433,282.692307692308,90.746528882216
6754,1.0,0.7,1600,1731.99877789897,268.085106382979,91.752159919131
6755,1.0,0.7,1650,1789.28843854908,260.176991150442,91.914567647148
6756,1.0,0.7,1700,1843.20506812675,254.913294797688,92.512061542559
6757,1.0,0.7,1750,1894.98437948502,256.395348837209,92.934317288406
6758,1.0,0.7,1800,1948.95425801684,257.142857142857,93.557225001817
6759,1.0,0.7,1850,1999.64797754497,258.651026392962,94.07104310762
6760,1.0,0.7,1900,2050.71922801464,259.030837004405,94.552479267116
6761,1.0,0.7,1950,2099.70629196066,274.766355140187,95.184121805081
6762,1.0,0.7,2000,2155.07235531269,272.642967542504,95.480016308779
6785,0.025,0.725,800,857.091484616741,81.2528788576693,90.887442473586
6786,0.025,0.725,850,914.805844977838,82.8169014084507,91.549134762847
6787,0.025,0.725,900,966.773208232674,84.2406876790831,92.337638022493
6788,0.025,0.725,950,1021.27890214065,85.4651162790698,92.596421230699
6789,0.025,0.725,1000,1081.51768556549,87.369985141159,93.47863225166
6790,0.025,0.725,1050,1132.75697382774,88.6877828054299,93.712694563508
6791,0.025,0.725,1100,1186.5974436715,90.2763561924258,94.420068076113
6792,0.025,0.725,1150,1240.09070754288,91.2571132953958,94.850676708205
6793,0.025,0.725,1200,1295.96411957535,92.4528301886792,95.547290783315
6794,0.025,0.725,1250,1347.2439827798,93.4322033898305,95.656371314121
6795,0.025,0.725,1300,1408.75565932011,94.4831280128548,96.356293798564
6796,0.025,0.725,1350,1460.45694631394,95.2998379254457,96.331230731537
6797,0.025,0.725,1400,1511.79121335429,96.078431372549,96.856838860163
6798,0.025,0.725,1450,1572.52617708422,96.8166849615807,97.304674504753
6799,0.025,0.725,1500,1625.30388139623,97.6744186046512,97.643234227271
6800,0.025,0.725,1550,1682.1735174528,98.3825989960959,97.961254175655
6801,0.025,0.725,1600,1718.9040741865,100.170357751278,98.449799047885
6802,0.025,0.725,1650,1769.92828961597,102.67753201397,99.329097185063
6803,0.025,0.725,1700,1830.86118082298,101.906412478336,99.100076236152
6804,0.025,0.725,1750,1850.92371355689,99.9546690843155,100.119486275839
6805,0.025,0.725,1800,1915.21281325522,106.009615384615,100.42454375489899
6806,0.025,0.725,1850,1969.55325576256,106.909090909091,101.16254558294699
6807,0.025,0.725,1900,2020.99908548576,110.043668122271,101.44007003816799
6808,0.025,0.725,1950,2077.6585426991,119.945602901179,101.553480198818
6809,0.025,0.725,2000,2126.38665511347,99.9546690843155,102.167268799879
6832,0.05,0.725,800,855.597564086553,81.2903225806452,91.02977943736
6833,0.05,0.725,850,912.495181484104,82.9727187206021,91.678951659156
6834,0.05,0.725,900,967.116140555239,84.4019138755981,92.529479056374
6835,0.05,0.725,950,1020.88056581798,85.7976653696498,93.071543702162
6836,0.05,0.725,1000,1076.771643865,87.2403560830861,93.617653341211
6837,0.05,0.725,1050,1131.69554818967,88.598694123556,94.019408311334
6838,0.05,0.725,1100,1186.75844844787,90.0,94.517134211896
6839,0.05,0.725,1150,1236.62071228372,91.7793964620187,94.966899815585
6840,0.05,0.725,1200,1291.84399694462,92.5984251968504,95.37456005145
6841,0.05,0.725,1250,1350.33563961687,93.6802973977695,96.080409783274
6842,0.05,0.725,1300,1404.58056276451,94.7877485222998,96.137586103345
6843,0.05,0.725,1350,1453.09857309171,95.557963163597,96.379459348861
6844,0.05,0.725,1400,1511.52170054048,96.4989059080963,96.961416178289
6845,0.05,0.725,1450,1570.67299665365,97.2972972972973,97.435947383796
6846,0.05,0.725,1500,1625.36020963342,97.9455857856746,97.770650720057
6847,0.05,0.725,1550,1679.68199688078,99.1568296795953,98.11841091451001
6848,0.05,0.725,1600,1731.54084914506,99.830220713073,98.44784618314901
6849,0.05,0.725,1650,1785.42828233502,101.030927835052,98.79800194741699
6850,0.05,0.725,1700,1832.18665421547,102.320185614849,99.16023682930299
6851,0.05,0.725,1750,1870.952958663,109.429280397022,100.570693151548
6852,0.05,0.725,1800,1945.3344497637,104.626334519573,99.922101672129
6853,0.05,0.725,1850,1981.84390675571,106.201083684527,100.795143485089
6854,0.05,0.725,1900,2021.94875038233,99.9546690843155,101.90920378346999
6855,0.05,0.725,1950,2081.68268466382,119.945602901179,102.119945686043
6856,0.05,0.725,2000,2105.9783901677,119.945602901179,102.30864780846099
6879,0.075,0.725,750,803.452570039254,80.0726282342261,90.553747186201
6880,0.075,0.725,800,857.574452804386,81.7423540315107,91.214680096749
6881,0.075,0.725,850,911.642857906305,83.3254605573925,92.115646517327
6882,0.075,0.725,900,971.595767414406,84.6449136276392,92.851265661633
6883,0.075,0.725,950,1020.68777906877,86.1328125,93.299587107825
6884,0.075,0.725,1000,1075.12724903947,87.456618740704,93.714599110868
6885,0.075,0.725,1050,1134.17910012336,89.0909090909091,94.229034209559
6886,0.075,0.725,1100,1186.28040577233,90.4615384615385,94.78469903003
6887,0.075,0.725,1150,1241.89527412874,91.970802919708,95.180880427969
6888,0.075,0.725,1200,1289.08803641264,92.8909952606635,95.501613547828
6889,0.075,0.725,1250,1352.09574701505,93.8297872340426,96.034367639051
6890,0.075,0.725,1300,1402.40967223693,94.8387096774194,96.536602493742
6891,0.075,0.725,1350,1457.36522591399,95.7654723127036,96.803025621464
6892,0.075,0.725,1400,1510.20483799005,96.7635765222161,96.870817298486
6893,0.075,0.725,1450,1566.2603272914,97.7827050997783,97.462785618826
6894,0.075,0.725,1500,1626.93830904114,98.4924623115578,97.934532965146
6895,0.075,0.725,1550,1675.4675597558,99.604743083004,98.259050786801
6896,0.075,0.725,1600,1732.74528915865,101.030927835052,98.711114835068
6897,0.075,0.725,1650,1788.05615437404,101.437607820587,99.19338184974299
6898,0.075,0.725,1700,1839.36704905797,102.91715285881,99.59478957937199
6899,0.075,0.725,1750,1875.26697798314,106.909090909091,100.63125410551999
6900,0.075,0.725,1800,1939.90805710412,108.088235294118,100.62445014548899
6901,0.075,0.725,1850,1984.57838335296,107.429963459196,101.03995882231601
6902,0.075,0.725,1900,2047.60804729234,111.857958148383,101.262459317713
6903,0.075,0.725,1950,2091.98661967069,113.659793814433,101.78903117102601
6904,0.075,0.725,2000,2145.53341646014,110.734463276836,102.05344117737499
6927,0.1,0.725,750,802.339145965142,80.2547770700637,90.751400921582
6928,0.1,0.725,800,860.577531293984,81.9321876451463,91.75163512827
6929,0.1,0.725,850,909.293860585391,83.4042553191489,92.061499149741
6930,0.1,0.725,900,967.549746939244,85.053037608486,93.041495966737
6931,0.1,0.725,950,1022.72644021674,86.4282214600686,93.54880999958
6932,0.1,0.725,1000,1074.85402044844,88.1559220389805,93.995287686184
6933,0.1,0.725,1050,1129.35096727727,89.5431472081218,94.401101819007
6934,0.1,0.725,1100,1184.31508299061,90.8809891808346,95.148582219063
6935,0.1,0.725,1150,1244.28615021624,92.2111866178777,95.612286419077
6936,0.1,0.725,1200,1299.74918599713,93.3333333333333,96.077142503556
6937,0.1,0.725,1250,1346.48042977765,94.4831280128548,96.017768923482
6938,0.1,0.725,1300,1403.51739911228,95.4029204975663,96.719315799428
6939,0.1,0.725,1350,1456.25738212164,96.2882096069869,97.029460335062
6940,0.1,0.725,1400,1511.94669891039,97.3509933774834,97.389643298688
6941,0.1,0.725,1450,1567.13943410353,98.1636060100167,97.706802442843
6942,0.1,0.725,1500,1623.18336426562,99.548532731377,98.11997018998599
6943,0.1,0.725,1550,1677.6345282996,100.227272727273,98.52091784522901
6944,0.1,0.725,1600,1731.50579521321,101.437607820587,98.86880430403201
6945,0.1,0.725,1650,1785.21336092286,102.91715285881,99.25300384406401
6946,0.1,0.725,1700,1841.61132086891,103.886925795053,99.71147665857899
6947,0.1,0.725,1750,1893.44915639325,105.313432835821,100.05626658152599
6948,0.1,0.725,1800,1938.83364810051,109.361438313701,100.592542636541
6949,0.1,0.725,1850,1995.42091497642,107.560975609756,101.07643742344001
6950,0.1,0.725,1900,2049.84733747503,108.28729281768,101.269156569573
6951,0.1,0.725,1950,2080.50550946278,109.633312616532,101.71444801332501
6952,0.1,0.725,2000,2148.29355481647,111.645569620253,102.02627657807199
6976,0.125,0.725,750,800.296675441863,80.4744525547445,90.96600170166
6977,0.125,0.725,800,856.71363668889,82.3529411764706,91.829092608379
6978,0.125,0.725,850,914.026106001971,83.8403041825095,92.723412868822
6979,0.125,0.725,900,966.408672644998,85.2998065764023,92.983889833538
6980,0.125,0.725,950,1022.65105770726,87.0251603354711,93.808316167509
6981,0.125,0.725,1000,1073.39794948722,88.376753507014,94.279557869816
6982,0.125,0.725,1050,1128.88546246313,89.7709923664122,94.708363682863
6983,0.125,0.725,1100,1183.97208787283,91.4463452566096,95.15089349953
6984,0.125,0.725,1150,1239.73915557552,92.8909952606635,95.914327635742
6985,0.125,0.725,1200,1294.61657993819,93.8297872340426,95.973679491638
6986,0.125,0.725,1250,1349.16595303514,95.0431034482759,96.267862896032
6987,0.125,0.725,1300,1405.79796097808,96.1307901907357,96.918929411204
6988,0.125,0.725,1350,1463.44658032132,97.136563876652,97.284334114236
6989,0.125,0.725,1400,1517.8945298351,98.1090100111235,97.643576921078
6990,0.125,0.725,1450,1566.61029266631,99.1568296795953,98.01629927861299
6991,0.125,0.725,1500,1621.90377205028,100.11350737798,98.379853074968
6992,0.125,0.725,1550,1674.96901715466,101.612903225806,98.739746153829
6993,0.125,0.725,1600,1729.25769062048,102.857142857143,99.094254661917
6994,0.125,0.725,1650,1776.52572030629,103.642773207991,99.459397836412
6995,0.125,0.725,1700,1838.22233376445,105.187835420394,100.12091241206701
6996,0.125,0.725,1750,1890.08616104715,105.818836232753,100.36766748670601
6997,0.125,0.725,1800,1943.05678146195,106.715063520871,100.69942636311501
6998,0.125,0.725,1850,1998.21010150507,107.889908256881,100.920941306327
6999,0.125,0.725,1900,2047.17877830444,109.02348578492,101.376384169495
7000,0.125,0.725,1950,2097.54661698489,110.112359550562,101.59713113234
7001,0.125,0.725,2000,2157.81394744979,111.504424778761,101.970616973966
7025,0.15,0.725,750,798.386256943781,81.1780947998159,91.208383864493
7026,0.15,0.725,800,855.332534969915,82.7392120075047,91.975812482696
7027,0.15,0.725,850,910.966484506883,84.4827586206897,92.982212654028
7028,0.15,0.725,900,958.636131484066,86.0068259385665,93.136623279049
7029,0.15,0.725,950,1013.11944640544,87.4132804757185,93.791172233545
7030,0.15,0.725,1000,1071.72575919464,89.1809908998989,94.593680967864
7031,0.15,0.725,1050,1129.50363197861,90.9278350515464,95.285142427594
7032,0.15,0.725,1100,1181.62355189297,92.3076923076923,95.448849429564
7033,0.15,0.725,1150,1235.99727817966,93.4817170111288,95.919013139942
7034,0.15,0.725,1200,1293.66270008968,95.2998379254457,96.17955176665
7035,0.15,0.725,1250,1343.1228002691,96.2882096069869,96.458292017966
7036,0.15,0.725,1300,1401.89351806429,97.136563876652,97.172945946092
7037,0.15,0.725,1350,1455.66995851376,98.1636060100167,97.547125898978
7038,0.15,0.725,1400,1507.08899694077,99.548532731377,97.915624882029
7039,0.15,0.725,1450,1567.55732825407,100.512820512821,98.400486330999
7040,0.15,0.725,1500,1619.64746364827,101.847575057737,98.67423953276301
7041,0.15,0.725,1550,1672.16920923896,102.67753201397,99.06208987355501
7042,0.15,0.725,1600,1726.44069328703,103.825779870512,99.645246426487
7043,0.15,0.725,1650,1788.27996232953,104.812834224599,100.061300213561
7044,0.15,0.725,1700,1837.7810346735,105.818836232753,100.157109580927
7045,0.15,0.725,1750,1884.71503665745,106.779661016949,100.37325584018299
7046,0.15,0.725,1800,1942.84441551189,107.955936352509,100.822535720675
7047,0.15,0.725,1850,1998.20772751559,109.361438313701,101.11012706021799
7048,0.15,0.725,1900,2050.03502573938,110.043668122271,101.40471423846901
7049,0.15,0.725,1950,2106.08222491642,111.293375394322,101.59931310011501
7050,0.15,0.725,2000,2159.94420812279,111.716276124129,101.930864103819
7076,0.175,0.725,700,740.577406478797,81.1780947998159,90.642131446588
7077,0.175,0.725,750,797.547536694758,83.0508474576271,91.431823370729
7078,0.175,0.725,800,854.298179558254,85.0120481927711,92.54149952655
7079,0.175,0.725,850,903.831386202786,86.6404715127701,93.180843401753
7080,0.175,0.725,900,963.511069305597,88.643216080402,93.821676829031
7081,0.175,0.725,950,1013.89878798186,90.1379662749106,94.375667885119
7082,0.175,0.725,1000,1069.25123373085,92.018779342723,94.933224416679
7083,0.175,0.725,1050,1126.13962767335,93.2346723044397,95.432087029645
7084,0.175,0.725,1100,1179.01777936127,94.6859903381642,95.811586496829
7085,0.175,0.725,1150,1227.42594128306,95.9216965742251,96.121048537474
7086,0.175,0.725,1200,1289.43970876033,97.2972972972973,96.865806305628
7087,0.175,0.725,1250,1345.15859166071,99.3802816901408,97.29251545063
7088,0.175,0.725,1300,1398.12309228289,100.8,97.654523068354
7089,0.175,0.725,1350,1455.09718288466,102.083333333333,98.16769032623299
7090,0.175,0.725,1400,1513.34081436048,103.703703703704,98.775191427505
7091,0.175,0.725,1450,1562.13938967391,104.688427299703,98.923508904024
7092,0.175,0.725,1500,1613.39685494676,105.56552962298,99.149811611279
7093,0.175,0.725,1550,1668.14002668082,106.586102719033,99.61157060868999
7094,0.175,0.725,1600,1723.38751732617,107.955936352509,100.009991385029
7095,0.175,0.725,1650,1773.73840281701,108.956145768993,100.15899510654401
7096,0.175,0.725,1700,1830.85550316844,110.181136789507,100.54827675979499
7097,0.175,0.725,1750,1892.74687500419,111.013215859031,100.955211342739
7098,0.175,0.725,1800,1942.41190648304,112.142403051494,101.13403717673799
7099,0.175,0.725,1850,1994.21573929451,113.149454778704,101.521935534493
7100,0.175,0.725,1900,2056.09156434261,114.027149321267,101.91510518832601
7101,0.175,0.725,1950,2099.35294664664,115.520628683694,102.090750045981
7102,0.175,0.725,2000,2152.50369241883,116.435643564356,102.22714183444299
7131,0.2,0.725,600,634.899670444805,81.4404432132964,88.86751930854
7132,0.2,0.725,650,685.253198518475,83.5622927522501,89.717588651848
7133,0.2,0.725,700,742.557118330749,85.4237288135593,91.008758668989
7134,0.2,0.725,750,794.37596216959,87.19723183391,91.759183284547
7135,0.2,0.725,800,851.886804624287,89.1809908998989,92.55815184608
7136,0.2,0.725,850,902.683735728261,91.1157024793388,93.230589623391
7137,0.2,0.725,900,961.639926797333,93.0870712401055,94.175448584981
7138,0.2,0.725,950,1011.32145044824,94.5337620578778,94.743986844437
7139,0.2,0.725,1000,1066.24971376077,96.8698517298188,95.323686116234
7140,0.2,0.725,1050,1120.31687482584,98.4924623115578,95.584859828635
7141,0.2,0.725,1100,1174.1280163976,100.455580865604,96.333725190452
7142,0.2,0.725,1150,1227.29121270276,101.730103806228,96.759558844464
7143,0.2,0.725,1200,1276.56294979717,104.009433962264,97.212317896667
7144,0.2,0.725,1250,1336.12469240237,105.692031156381,97.968673892477
7145,0.2,0.725,1300,1397.33452261439,106.650544135429,98.41046234359499
7146,0.2,0.725,1350,1442.51917757677,108.420405654579,98.59851699277999
7147,0.2,0.725,1400,1499.18463899072,109.769757311761,98.85060225168701
7148,0.2,0.725,1450,1553.05979205181,111.153119092628,99.32827078637499
7149,0.2,0.725,1500,1610.82929460125,111.504424778761,99.56683708079501
7150,0.2,0.725,1550,1665.48185109572,113.222079589217,100.06832984023299
7151,0.2,0.725,1600,1714.79514805174,114.471122647631,100.135363000627
7152,0.2,0.725,1650,1780.68645823641,115.369522563767,100.723344446895
7153,0.2,0.725,1700,1830.26918023611,116.512549537649,100.80444371072801
7154,0.2,0.725,1750,1888.92589005169,117.053749170537,101.33562233874201
7155,0.2,0.725,1800,1940.12045243914,118.151373074347,101.668377802929
7156,0.2,0.725,1850,1991.07869894291,119.189189189189,102.00088271686201
7157,0.2,0.725,1900,2046.03696590051,120.245398773006,102.28877295076299
7158,0.2,0.725,1950,2096.2438100869,120.409556313993,102.547179653587
7159,0.2,0.725,2000,2154.85406093476,121.403991741225,102.82059737385899
7191,0.225,0.725,500,529.288548069078,91.827173347215,85.044151396407
7192,0.225,0.725,550,584.696285210691,94.1302027748132,87.559169720598
7193,0.225,0.725,600,635.350270808682,96.3934426229508,88.877648188925
7194,0.225,0.725,650,689.815894514677,98.3825989960959,89.867521431266
7195,0.225,0.725,700,742.696775744867,100.398406374502,91.041188809501
7196,0.225,0.725,750,799.016230271397,102.142443543717,92.102042460836
7197,0.225,0.725,800,850.272801184075,104.132231404959,92.718578655341
7198,0.225,0.725,850,903.020411636082,106.009615384615,93.545187601883
7199,0.225,0.725,900,957.886653064268,107.364576993305,94.38789912101
7200,0.225,0.725,950,1011.82047006017,108.956145768993,94.942312203671
7201,0.225,0.725,1000,1065.33285064433,110.734463276836,95.437551172052
7202,0.225,0.725,1050,1119.92149660348,112.428298279159,95.995310573891
7203,0.225,0.725,1100,1166.83255972426,113.586606567933,96.384222762503
7204,0.225,0.725,1150,1229.50736171437,114.993481095176,97.099635553905
7205,0.225,0.725,1200,1284.02329259509,116.512549537649,97.522810062324
7206,0.225,0.725,1250,1338.75840178629,117.835671342685,98.00279043103001
7207,0.225,0.725,1300,1387.57151939398,119.108710330858,98.48955882505001
7208,0.225,0.725,1350,1440.08743704492,120.081688223281,98.94164930210701
7209,0.225,0.725,1400,1495.05332114247,121.487603305785,99.379196543485
7210,0.225,0.725,1450,1550.640735986,122.670375521558,99.886852354311
7211,0.225,0.725,1500,1593.24241110281,123.789473684211,100.088682164164
7212,0.225,0.725,1550,1653.07615598241,124.752475247525,100.440622612299
7213,0.225,0.725,1600,1709.26203103997,125.462304409673,100.880768001163
7214,0.225,0.725,1650,1767.24243258766,126.633165829146,101.1875754246
7215,0.225,0.725,1700,1821.47568512844,127.456647398844,101.404103528224
7216,0.225,0.725,1750,1870.10239558299,128.665207877462,101.599761617302
7217,0.225,0.725,1800,1924.18648708227,129.230769230769,101.81038691569299
7218,0.225,0.725,1850,1976.21821286254,130.280649926145,102.116091788185
7219,0.225,0.725,1900,2021.72073790586,131.347728965004,102.920182181309
7220,0.225,0.725,1950,2056.75693946337,132.233883058471,103.02817697834101
7221,0.225,0.725,2000,2058.90645724053,136.426914153132,104.217161302822
7222,0.825,0.075,500,498.622306332475,293.023255813953,77.866268222653
7223,0.825,0.075,550,553.957467047072,300.511073253833,82.170104961536
7224,0.825,0.075,600,610.137944899995,306.25,85.097167699547
